PAV_adj_gene,PAV_adj_train_pop,PAV_adj_n_PAVs_found
SL000142_ENSG00000176890.16,CHN,0
SL011100_ENSG00000150637.9,CHN,2
SL003690_ENSG00000141655.17,CHN,1
SL006694_ENSG00000150656.15,CHN,3
SL007471_ENSG00000158270.12,CHN,1
SL002071_ENSG00000134443.10,CHN,1
SL011508_ENSG00000141433.13,CHN,0
SL011498_ENSG00000141433.13,CHN,0
SL019096_ENSG00000105229.7,CHN,0
SL007361_ENSG00000105205.7,CHN,1
SL008402_ENSG00000124466.9,CHN,0
SL008931_ENSG00000204936.10,CHN,0
SL007070_ENSG00000130164.13,CHN,2
SL007033_ENSG00000090006.17,CHN,5
SL004843_ENSG00000099617.4,CHN,0
SL000584_ENSG00000105329.10,CHN,0
SL000276_ENSG00000130203.10,CHN,1
SL003735_ENSG00000125657.5,CHN,0
SL004692_ENSG00000006016.11,CHN,0
SL004148_ENSG00000096996.16,CHN,4
SL003178_ENSG00000076662.10,CHN,2
SL002506_ENSG00000011422.12,CHN,1
SL000337_ENSG00000126247.11,CHN,0
SL000383_ENSG00000104879.5,CHN,0
SL000456_ENSG00000125730.17,CHN,0
SL001947_ENSG00000261857.7,CHN,0
SL004685_ENSG00000125650.4,CHN,0
SL003197_ENSG00000131142.13,CHN,2
SL005159_ENSG00000187266.14,CHN,0
SL005217_ENSG00000105492.16,CHN,3
SL005218_ENSG00000168995.13,CHN,0
SL004589_ENSG00000172232.10,CHN,1
SL000312_ENSG00000125730.17,CHN,0
SL003220_ENSG00000125730.17,CHN,0
SL001902_ENSG00000187244.11,CHN,1
SL006915_ENSG00000105246.6,CHN,0
SL002763_ENSG00000167757.14,CHN,1
SL003800_ENSG00000167749.11,CHN,0
SL003915_ENSG00000129455.15,CHN,0
SL001897_ENSG00000167642.13,CHN,0
SL004330_ENSG00000012124.17,CHN,1
SL004668_ENSG00000130203.10,CHN,1
SL004669_ENSG00000130203.10,CHN,1
SL003327_ENSG00000197766.8,CHN,0
SL000506_ENSG00000104826.14,CHN,0
SL004362_ENSG00000105472.13,CHN,0
SL005165_ENSG00000171747.9,CHN,0
SL005219_ENSG00000129450.8,CHN,2
SL005157_ENSG00000090659.18,CHN,0
SL005158_ENSG00000104938.17,CHN,1
SL004260_ENSG00000104918.8,CHN,0
SL004343_ENSG00000090554.13,CHN,0
SL005215_ENSG00000105383.15,CHN,2
SL008759_ENSG00000088053.11,CHN,6
SL003916_ENSG00000186474.15,CHN,0
SL003918_ENSG00000167759.13,CHN,0
SL003863_ENSG00000167754.13,CHN,0
SL004118_ENSG00000102575.13,CHN,2
SL002706_ENSG00000104921.15,CHN,2
SL004515_ENSG00000008438.5,CHN,1
SL000064_ENSG00000169035.12,CHN,0
SL017614_ENSG00000105221.18,CHN,0
SL009324_ENSG00000070404.10,CHN,0
SL017188_ENSG00000105723.12,CHN,0
SL004125_ENSG00000171105.14,CHN,0
SL001797_ENSG00000167755.15,CHN,0
SL010513_ENSG00000072062.14,CHN,0
SL004536_ENSG00000105697.9,CHN,0
SL004008_ENSG00000196415.10,CHN,0
SL009341_ENSG00000172270.19,CHN,0
SL010501_ENSG00000126934.13,CHN,0
SL010381_ENSG00000104901.7,CHN,3
SL003919_ENSG00000129437.10,CHN,2
SL000382_ENSG00000104879.5,CHN,0
SL007642_ENSG00000167772.12,CHN,3
SL010505_ENSG00000007264.15,CHN,0
SL011532_ENSG00000105755.8,CHN,0
SL000449_ENSG00000132002.8,CHN,0
SL011533_ENSG00000104969.10,CHN,0
SL011549_ENSG00000116017.11,CHN,1
SL011232_ENSG00000105401.9,CHN,0
SL004360_ENSG00000225950.8,CHN,0
SL012188_ENSG00000127527.14,CHN,0
SL012168_ENSG00000104863.12,CHN,0
SL000539_ENSG00000105220.17,CHN,0
SL011202_ENSG00000105402.8,CHN,0
SL002922_ENSG00000090339.9,CHN,1
SL003869_ENSG00000130513.6,CHN,0
SL004348_ENSG00000182393.3,CHN,1
SL004349_ENSG00000183709.7,CHN,2
SL014029_ENSG00000063176.16,CHN,0
SL000314_ENSG00000125730.17,CHN,0
SL000470_ENSG00000095752.7,CHN,0
SL004363_ENSG00000105472.13,CHN,0
SL008822_ENSG00000127507.18,CHN,2
SL005575_ENSG00000171124.13,CHN,2
SL014008_ENSG00000130383.7,CHN,2
SL000313_ENSG00000125730.17,CHN,0
SL005201_ENSG00000104899.8,CHN,2
SL010373_ENSG00000186431.19,CHN,0
SL006629_ENSG00000068903.20,CHN,0
SL005190_ENSG00000104972.15,CHN,0
SL005191_ENSG00000131042.14,CHN,2
SL012698_ENSG00000189013.14,CHN,1
SL014269_ENSG00000240403.5,CHN,2
SL005207_ENSG00000189430.13,CHN,0
SL005209_ENSG00000074181.9,CHN,3
SL014248_ENSG00000167680.16,CHN,0
SL005169_ENSG00000105376.5,CHN,2
SL014292_ENSG00000254415.3,CHN,0
SL005223_ENSG00000104998.4,CHN,0
SL007181_ENSG00000105397.14,CHN,3
SL003520_ENSG00000179218.13,CHN,0
SL014488_ENSG00000141968.8,CHN,0
SL000401_ENSG00000197561.7,CHN,0
SL000277_ENSG00000130203.10,CHN,1
SL004648_ENSG00000125735.10,CHN,0
SL003722_ENSG00000105221.18,CHN,0
SL001761_ENSG00000129991.13,CHN,0
SL000556_ENSG00000126583.11,CHN,0
SL003362_ENSG00000125730.17,CHN,0
SL007195_ENSG00000125726.11,CHN,0
SL000420_ENSG00000087086.15,CHN,0
SL003646_ENSG00000167460.17,CHN,0
SL000062_ENSG00000142515.15,CHN,1
SL017529_ENSG00000079999.14,CHN,0
SL005166_ENSG00000205076.4,CHN,0
SL007136_ENSG00000172216.6,CHN,0
SL007311_ENSG00000132639.12,CHN,0
SL008372_ENSG00000125848.10,CHN,2
SL007696_ENSG00000125810.10,CHN,3
SL004815_ENSG00000166913.13,CHN,0
SL004643_ENSG00000101280.8,CHN,0
SL000527_ENSG00000100985.7,CHN,2
SL001777_ENSG00000101439.9,CHN,2
SL004329_ENSG00000125965.9,CHN,1
SL004704_ENSG00000149600.11,CHN,0
SL004305_ENSG00000198900.6,CHN,0
SL000131_ENSG00000132646.11,CHN,0
SL004078_ENSG00000101144.13,CHN,0
SL004939_ENSG00000196396.10,CHN,0
SL003309_ENSG00000129988.6,CHN,2
SL004771_ENSG00000087586.17,CHN,1
SL009213_ENSG00000064601.18,CHN,0
SL007049_ENSG00000077984.6,CHN,0
SL010499_ENSG00000101336.14,CHN,0
SL007324_ENSG00000101266.19,CHN,0
SL007888_ENSG00000101441.4,CHN,0
SL008382_ENSG00000170367.5,CHN,1
SL010514_ENSG00000101213.7,CHN,1
SL011530_ENSG00000125971.16,CHN,0
SL004511_ENSG00000101425.13,CHN,6
SL017611_ENSG00000166913.13,CHN,0
SL006268_ENSG00000088833.17,CHN,1
SL011535_ENSG00000131051.24,CHN,0
SL008516_ENSG00000170369.4,CHN,1
SL001888_ENSG00000124107.5,CHN,0
SL003674_ENSG00000171552.13,CHN,0
SL001753_ENSG00000088827.12,CHN,5
SL008945_ENSG00000125780.12,CHN,2
SL004299_ENSG00000101197.13,CHN,0
SL012108_ENSG00000124181.14,CHN,1
SL008380_ENSG00000101160.14,CHN,0
SL004458_ENSG00000124102.5,CHN,2
SL003739_ENSG00000243509.6,CHN,0
SL007328_ENSG00000101384.12,CHN,0
SL016550_ENSG00000101266.19,CHN,0
SL011808_ENSG00000214078.12,CHN,3
SL008967_ENSG00000198053.11,CHN,0
SL010456_ENSG00000170373.8,CHN,2
SL010516_ENSG00000197122.11,CHN,0
SL012517_ENSG00000101282.9,CHN,0
SL018921_ENSG00000156239.12,CHN,1
SL007953_ENSG00000160209.19,CHN,0
SL000403_ENSG00000182871.16,CHN,4
SL004147_ENSG00000243646.10,CHN,1
SL000581_ENSG00000142168.14,CHN,0
SL005193_ENSG00000154721.15,CHN,0
SL004626_ENSG00000154736.6,CHN,3
SL004469_ENSG00000142192.21,CHN,0
SL008421_ENSG00000154734.15,CHN,1
SL010372_ENSG00000154646.9,CHN,3
SL006119_ENSG00000160180.15,CHN,0
SL004853_ENSG00000160223.17,CHN,0
SL016554_ENSG00000160191.18,CHN,0
SL018938_ENSG00000184900.15,CHN,1
SL018891_ENSG00000171587.15,CHN,0
SL007306_ENSG00000183844.17,CHN,1
SL007217_ENSG00000159128.14,CHN,1
SL004475_ENSG00000142166.13,CHN,0
SL008591_ENSG00000160182.3,CHN,0
SL013165_ENSG00000205581.11,CHN,0
SL002602_ENSG00000160181.9,CHN,0
SL018946_ENSG00000184787.19,CHN,0
SL018887_ENSG00000205758.12,CHN,0
SL018900_ENSG00000160282.14,CHN,0
SL018947_ENSG00000155313.15,CHN,0
SL005699_ENSG00000100342.20,CHN,3
SL018256_ENSG00000100288.19,CHN,1
SL018971_ENSG00000183579.16,CHN,0
SL003043_ENSG00000100234.11,CHN,0
SL000530_ENSG00000099985.4,CHN,2
SL004301_ENSG00000196419.12,CHN,0
SL004850_ENSG00000177663.13,CHN,4
SL005164_ENSG00000100079.7,CHN,2
SL000164_ENSG00000198125.13,CHN,0
SL006918_ENSG00000100030.14,CHN,0
SL004466_ENSG00000099937.11,CHN,1
SL003726_ENSG00000183765.22,CHN,1
SL005392_ENSG00000100299.18,CHN,1
SL008157_ENSG00000185651.14,CHN,0
SL011709_ENSG00000241360.2,CHN,1
SL000537_ENSG00000100311.17,CHN,0
SL017611_ENSG00000128245.15,CHN,0
SL011772_ENSG00000100029.18,CHN,2
SL007453_ENSG00000185386.15,CHN,0
SL007281_ENSG00000188130.14,CHN,1
SL009792_ENSG00000239900.12,CHN,0
SL005208_ENSG00000040608.14,CHN,0
SL005222_ENSG00000244486.8,CHN,1
SL016567_ENSG00000100324.14,CHN,0
SL005725_ENSG00000100351.17,CHN,0
SL016563_ENSG00000182902.14,CHN,0
SL003080_ENSG00000240972.2,CHN,1
SL004671_ENSG00000159958.6,CHN,0
SL003704_ENSG00000015475.18,CHN,1
SL009948_ENSG00000196576.15,CHN,7
SL000455_ENSG00000177606.7,HIS,0
SL003755_ENSG00000143384.13,HIS,0
SL001791_ENSG00000242252.2,HIS,1
SL012561_ENSG00000134193.15,HIS,1
SL003340_ENSG00000133048.13,HIS,1
SL003650_ENSG00000074800.16,HIS,0
SL004827_ENSG00000197956.10,HIS,0
SL008810_ENSG00000172260.15,HIS,1
SL004821_ENSG00000196154.12,HIS,0
SL014983_ENSG00000184678.10,HIS,0
SL019979_ENSG00000181218.5,HIS,0
SL015510_ENSG00000187608.10,HIS,2
SL004139_ENSG00000143590.14,HIS,1
SL004332_ENSG00000143125.6,HIS,1
SL000324_ENSG00000157131.10,HIS,0
SL000324_ENSG00000021852.13,HIS,0
SL004066_ENSG00000188784.4,HIS,1
SL004182_ENSG00000127472.11,HIS,0
SL000573_ENSG00000132703.4,HIS,0
SL004126_ENSG00000049249.8,HIS,0
SL004180_ENSG00000120949.15,HIS,1
SL004140_ENSG00000243364.8,HIS,0
SL001890_ENSG00000184292.7,HIS,3
SL000557_ENSG00000067606.17,HIS,0
SL002528_ENSG00000188257.11,HIS,0
SL004326_ENSG00000120337.8,HIS,0
SL004591_ENSG00000119535.17,HIS,5
SL000497_ENSG00000135862.6,HIS,0
SL000309_ENSG00000173372.17,HIS,0
SL000309_ENSG00000173369.16,HIS,0
SL000309_ENSG00000159189.12,HIS,0
SL001717_ENSG00000136634.7,HIS,0
SL004625_ENSG00000158859.10,HIS,2
SL004649_ENSG00000117586.11,HIS,0
SL003199_ENSG00000066056.14,HIS,0
SL004670_ENSG00000117407.17,HIS,1
SL005156_ENSG00000158747.14,HIS,0
SL001720_ENSG00000162692.12,HIS,0
SL005059_ENSG00000069702.11,HIS,2
SL004354_ENSG00000142224.16,HIS,1
SL000633_ENSG00000117560.8,HIS,0
SL001800_ENSG00000028137.19,HIS,2
SL004673_ENSG00000163131.11,HIS,2
SL000640_ENSG00000116962.15,HIS,6
SL005797_ENSG00000162896.6,HIS,3
SL006803_ENSG00000132855.5,HIS,2
SL010450_ENSG00000117091.10,HIS,0
SL006108_ENSG00000073754.6,HIS,1
SL008623_ENSG00000184144.12,HIS,5
SL010459_ENSG00000143226.13,HIS,3
SL010460_ENSG00000072694.20,HIS,1
SL008609_ENSG00000162747.11,HIS,0
SL010461_ENSG00000150337.13,HIS,0
SL007385_ENSG00000162892.16,HIS,3
SL004610_ENSG00000157193.18,HIS,2
SL007674_ENSG00000122224.18,HIS,2
SL000272_ENSG00000117601.13,HIS,0
SL010288_ENSG00000131686.15,HIS,5
SL006550_ENSG00000143369.15,HIS,2
SL017614_ENSG00000117020.18,HIS,0
SL000565_ENSG00000143839.15,HIS,1
SL010529_ENSG00000143222.12,HIS,0
SL006916_ENSG00000182866.17,HIS,1
SL009089_ENSG00000132692.19,HIS,2
SL001945_ENSG00000007908.16,HIS,3
SL005224_ENSG00000117400.17,HIS,1
SL005225_ENSG00000198400.11,HIS,3
SL000271_ENSG00000135744.8,HIS,2
SL000589_ENSG00000134200.3,HIS,0
SL007121_ENSG00000196188.11,HIS,0
SL006029_ENSG00000133063.16,HIS,2
SL004120_ENSG00000162733.19,HIS,0
SL004060_ENSG00000117298.16,HIS,0
SL007806_ENSG00000142677.4,HIS,4
SL010376_ENSG00000142606.16,HIS,1
SL004804_ENSG00000162706.13,HIS,0
SL008588_ENSG00000066294.14,HIS,0
SL006830_ENSG00000134389.9,HIS,2
SL000306_ENSG00000120937.9,HIS,0
SL011448_ENSG00000186827.11,HIS,0
SL002684_ENSG00000184371.14,HIS,2
SL000027_ENSG00000073756.12,HIS,1
SL006912_ENSG00000000938.13,HIS,0
SL007620_ENSG00000081985.11,HIS,3
SL010503_ENSG00000162889.10,HIS,1
SL004919_ENSG00000117450.14,HIS,0
SL004346_ENSG00000162891.10,HIS,0
SL001943_ENSG00000160712.13,HIS,2
SL003186_ENSG00000143184.5,HIS,1
SL000560_ENSG00000174175.17,HIS,5
SL000088_ENSG00000092969.12,HIS,0
SL000415_ENSG00000000971.15,HIS,6
SL017611_ENSG00000175793.12,HIS,0
SL000247_ENSG00000142657.21,HIS,1
SL003658_ENSG00000053371.12,HIS,3
SL008039_ENSG00000117448.13,HIS,1
SL000051_ENSG00000132693.12,HIS,0
SL013570_ENSG00000143479.17,HIS,1
SL014088_ENSG00000160856.21,HIS,6
SL010830_ENSG00000159023.21,HIS,1
SL007871_ENSG00000162368.13,HIS,1
SL016128_ENSG00000117862.12,HIS,0
SL001737_ENSG00000175793.12,HIS,0
SL002823_ENSG00000188404.10,HIS,3
SL002654_ENSG00000142627.13,HIS,4
SL000622_ENSG00000198734.11,HIS,13
SL005167_ENSG00000116977.18,HIS,4
SL000024_ENSG00000117525.14,HIS,1
SL008178_ENSG00000143196.5,HIS,2
SL008933_ENSG00000116288.13,HIS,0
SL005694_ENSG00000117592.9,HIS,0
SL014188_ENSG00000122223.13,HIS,2
SL004556_ENSG00000196352.15,HIS,0
SL014294_ENSG00000183317.17,HIS,7
SL007179_ENSG00000133216.16,HIS,0
SL005185_ENSG00000162594.16,HIS,4
SL007356_ENSG00000134250.20,HIS,0
SL014228_ENSG00000162739.14,HIS,0
SL012707_ENSG00000169174.10,HIS,5
SL013928_ENSG00000084072.16,HIS,0
SL016549_ENSG00000162409.11,HIS,0
SL016549_ENSG00000131791.8,HIS,0
SL010488_ENSG00000143322.21,HIS,0
SL014470_ENSG00000137936.18,HIS,4
SL014469_ENSG00000160691.18,HIS,1
SL000052_ENSG00000118194.20,HIS,1
SL004477_ENSG00000163220.11,HIS,0
SL004145_ENSG00000157873.17,HIS,3
SL003184_ENSG00000116678.19,HIS,2
SL001774_ENSG00000121769.8,HIS,1
SL002505_ENSG00000175206.10,HIS,2
SL002086_ENSG00000142748.12,HIS,0
SL016928_ENSG00000026751.17,HIS,1
SL004859_ENSG00000186891.14,HIS,1
SL000305_ENSG00000134259.3,HIS,1
SL004783_ENSG00000163221.9,HIS,0
SL004829_ENSG00000143556.9,HIS,0
SL002785_ENSG00000120937.9,HIS,0
SL006114_ENSG00000185483.12,HIS,1
SL008094_ENSG00000079739.17,HIS,4
SL000001_ENSG00000185499.16,HIS,0
SL004811_ENSG00000158710.14,HIS,0
SL004396_ENSG00000115415.18,HIS,0
SL006131_ENSG00000163586.10,HIS,1
SL005357_ENSG00000115386.6,HIS,0
SL007272_ENSG00000159399.9,HIS,2
SL000145_ENSG00000115590.14,HIS,0
SL005179_ENSG00000136696.11,HIS,1
SL005177_ENSG00000136694.9,HIS,1
SL004357_ENSG00000138379.5,HIS,2
SL000133_ENSG00000115009.13,HIS,0
SL000300_ENSG00000115138.11,HIS,0
SL003803_ENSG00000178568.15,HIS,0
SL000450_ENSG00000144381.17,HIS,0
SL004676_ENSG00000115461.5,HIS,0
SL005178_ENSG00000125571.9,HIS,6
SL021043_ENSG00000138379.5,HIS,0
SL000020_ENSG00000084674.14,HIS,17
SL004650_ENSG00000162998.5,HIS,2
SL000605_ENSG00000143947.13,HIS,0
SL004725_ENSG00000128708.13,HIS,1
SL000048_ENSG00000115718.17,HIS,0
SL004872_ENSG00000135960.10,HIS,3
SL005170_ENSG00000163600.12,HIS,0
SL001997_ENSG00000115594.12,HIS,0
SL004861_ENSG00000115607.9,HIS,0
SL004875_ENSG00000115598.10,HIS,1
SL000384_ENSG00000163599.17,HIS,1
SL001795_ENSG00000125538.12,HIS,0
SL000678_ENSG00000115523.16,HIS,2
SL006992_ENSG00000132031.13,HIS,2
SL004457_ENSG00000135919.13,HIS,0
SL010451_ENSG00000136698.8,HIS,0
SL004860_ENSG00000115317.11,HIS,1
SL001998_ENSG00000003436.16,HIS,2
SL010610_ENSG00000116031.9,HIS,5
SL010349_ENSG00000115414.19,HIS,3
SL010348_ENSG00000115414.19,HIS,3
SL004152_ENSG00000115604.10,HIS,0
SL010517_ENSG00000115661.14,HIS,1
SL007056_ENSG00000163217.2,HIS,1
SL004720_ENSG00000221823.11,HIS,0
SL003974_ENSG00000115718.17,HIS,0
SL008102_ENSG00000014641.19,HIS,0
SL008063_ENSG00000143727.16,HIS,2
SL011528_ENSG00000171863.15,HIS,0
SL000588_ENSG00000115705.21,HIS,8
SL005629_ENSG00000124357.13,HIS,0
SL000426_ENSG00000115414.19,HIS,3
SL017611_ENSG00000134308.14,HIS,0
SL004146_ENSG00000115602.17,HIS,6
SL006713_ENSG00000118004.17,HIS,2
SL014096_ENSG00000162951.11,HIS,3
SL004070_ENSG00000143947.13,HIS,0
SL010519_ENSG00000115085.13,HIS,0
SL013969_ENSG00000115919.15,HIS,1
SL000125_ENSG00000115008.5,HIS,1
SL004133_ENSG00000204217.15,HIS,1
SL003461_ENSG00000115138.11,HIS,0
SL000433_ENSG00000115263.15,HIS,0
SL003657_ENSG00000221823.11,HIS,0
SL003182_ENSG00000138448.12,HIS,0
SL008099_ENSG00000042493.16,HIS,3
SL006528_ENSG00000078098.14,HIS,0
SL004782_ENSG00000123610.5,HIS,1
SL009054_ENSG00000179915.23,HIS,1
SL015728_ENSG00000084734.9,HIS,0
SL006921_ENSG00000152256.13,HIS,0
SL016566_ENSG00000081320.11,HIS,0
SL016555_ENSG00000284741.1,HIS,0
SL011400_ENSG00000115252.18,HIS,0
SL003717_ENSG00000003400.14,HIS,2
SL001990_ENSG00000136689.18,HIS,0
SL014129_ENSG00000136720.7,HIS,0
SL008466_ENSG00000162882.15,HIS,1
SL005685_ENSG00000114942.14,HIS,0
SL008071_ENSG00000134308.14,HIS,0
SL013872_ENSG00000168702.17,HIS,6
SL004837_ENSG00000163083.6,HIS,0
SL000466_ENSG00000115457.10,HIS,0
SL017528_ENSG00000171865.10,HIS,0
SL006527_ENSG00000115380.20,HIS,0
SL009210_ENSG00000115138.11,HIS,0
SL001716_ENSG00000168811.7,HIS,0
SL012769_ENSG00000198643.7,HIS,1
SL007223_ENSG00000113916.18,HIS,2
SL009349_ENSG00000163430.12,HIS,0
SL020171_ENSG00000114455.13,HIS,3
SL003738_ENSG00000121594.12,HIS,1
SL004588_ENSG00000196083.10,HIS,1
SL004637_ENSG00000164078.13,HIS,4
SL000049_ENSG00000184500.15,HIS,0
SL004752_ENSG00000168309.18,HIS,2
SL000496_ENSG00000012223.13,HIS,3
SL000554_ENSG00000163932.15,HIS,0
SL005196_ENSG00000185565.12,HIS,0
SL010390_ENSG00000091986.15,HIS,1
SL010454_ENSG00000144619.15,HIS,1
SL005574_ENSG00000243989.9,HIS,0
SL006777_ENSG00000090512.12,HIS,3
SL010613_ENSG00000144730.18,HIS,3
SL007228_ENSG00000163558.13,HIS,0
SL010512_ENSG00000121879.5,HIS,0
SL010498_ENSG00000044524.11,HIS,2
SL017188_ENSG00000082701.15,HIS,0
SL004258_ENSG00000181092.10,HIS,1
SL000251_ENSG00000145192.13,HIS,1
SL010489_ENSG00000134072.11,HIS,0
SL008936_ENSG00000134121.10,HIS,4
SL011049_ENSG00000127241.16,HIS,1
SL004765_ENSG00000114738.11,HIS,0
SL009629_ENSG00000129071.9,HIS,3
SL005372_ENSG00000114520.11,HIS,0
SL000601_ENSG00000091513.16,HIS,3
SL003655_ENSG00000163931.16,HIS,1
SL013490_ENSG00000144857.14,HIS,1
SL005161_ENSG00000114279.13,HIS,0
SL005202_ENSG00000173531.15,HIS,0
SL013988_ENSG00000175040.6,HIS,2
SL014093_ENSG00000168032.10,HIS,1
SL005188_ENSG00000091181.19,HIS,1
SL017189_ENSG00000113889.14,HIS,4
SL006197_ENSG00000205981.8,HIS,0
SL005361_ENSG00000189058.9,HIS,0
SL008072_ENSG00000144810.16,HIS,0
SL004739_ENSG00000055955.17,HIS,2
SL009951_ENSG00000154764.6,HIS,0
SL003182_ENSG00000082781.12,HIS,0
SL004605_ENSG00000168028.14,HIS,0
SL006448_ENSG00000113905.4,HIS,6
SL006091_ENSG00000158092.7,HIS,1
SL005174_ENSG00000056736.10,HIS,6
SL014288_ENSG00000163606.11,HIS,3
SL014268_ENSG00000091972.18,HIS,1
SL007680_ENSG00000185008.17,HIS,1
SL002078_ENSG00000163513.18,HIS,0
SL010928_ENSG00000178035.12,HIS,0
SL004131_ENSG00000114013.16,HIS,2
SL003166_ENSG00000170017.12,HIS,3
SL011068_ENSG00000163702.20,HIS,3
SL005155_ENSG00000241186.10,HIS,2
SL000598_ENSG00000090534.20,HIS,1
SL011510_ENSG00000157005.4,HIS,0
SL004838_ENSG00000196776.16,HIS,0
SL012774_ENSG00000163703.17,HIS,1
SL004269_ENSG00000157017.16,HIS,1
SL001728_ENSG00000134853.12,HIS,1
SL002722_ENSG00000004468.13,HIS,0
SL000137_ENSG00000174808.12,HIS,2
SL002688_ENSG00000118785.14,HIS,2
SL020172_ENSG00000171509.16,HIS,0
SL003848_ENSG00000164111.15,HIS,0
SL002662_ENSG00000088926.13,HIS,0
SL004010_ENSG00000157404.15,HIS,1
SL003328_ENSG00000205403.13,HIS,1
SL003041_ENSG00000163737.4,HIS,0
SL003334_ENSG00000164022.17,HIS,1
SL003191_ENSG00000163736.4,HIS,0
SL000424_ENSG00000171560.16,HIS,0
SL000424_ENSG00000171564.11,HIS,0
SL000424_ENSG00000171557.17,HIS,0
SL000136_ENSG00000109321.11,HIS,0
SL003169_ENSG00000163735.7,HIS,0
SL003173_ENSG00000163739.5,HIS,0
SL017610_ENSG00000163734.4,HIS,0
SL017610_ENSG00000081041.9,HIS,0
SL000004_ENSG00000138685.15,HIS,0
SL003326_ENSG00000169248.13,HIS,0
SL004339_ENSG00000138675.16,HIS,1
SL000478_ENSG00000109471.4,HIS,0
SL004486_ENSG00000150630.4,HIS,0
SL010368_ENSG00000127415.13,HIS,4
SL008611_ENSG00000138744.16,HIS,3
SL005437_ENSG00000152595.16,HIS,2
SL010374_ENSG00000164024.12,HIS,0
SL005087_ENSG00000163453.11,HIS,1
SL010495_ENSG00000145386.10,HIS,0
SL004660_ENSG00000029559.7,HIS,4
SL010493_ENSG00000145349.17,HIS,0
SL000039_ENSG00000169429.11,HIS,0
SL003167_ENSG00000156234.7,HIS,0
SL003172_ENSG00000124875.10,HIS,0
SL003711_ENSG00000164305.19,HIS,0
SL006512_ENSG00000109758.8,HIS,5
SL010530_ENSG00000109180.14,HIS,0
SL005263_ENSG00000163956.13,HIS,2
SL010518_ENSG00000135605.13,HIS,0
SL003201_ENSG00000128052.10,HIS,2
SL000254_ENSG00000163631.17,HIS,0
SL004844_ENSG00000145242.13,HIS,2
SL004063_ENSG00000068078.18,HIS,0
SL011071_ENSG00000145431.11,HIS,0
SL004492_ENSG00000137462.8,HIS,2
SL003183_ENSG00000169245.6,HIS,0
SL000545_ENSG00000164344.16,HIS,3
SL002093_ENSG00000164032.12,HIS,0
SL006698_ENSG00000178177.15,HIS,0
SL005488_ENSG00000152583.12,HIS,3
SL008644_ENSG00000109743.11,HIS,4
SL004708_ENSG00000163736.4,HIS,0
SL014091_ENSG00000184985.16,HIS,5
SL004742_ENSG00000079557.5,HIS,1
SL003657_ENSG00000138814.17,HIS,0
SL000022_ENSG00000171560.16,HIS,0
SL000022_ENSG00000171564.11,HIS,0
SL000022_ENSG00000171557.17,HIS,0
SL000139_ENSG00000124882.4,HIS,0
SL003341_ENSG00000171557.17,HIS,1
SL003930_ENSG00000164120.14,HIS,0
SL002803_ENSG00000154277.13,HIS,1
SL005197_ENSG00000138760.10,HIS,1
SL005230_ENSG00000182168.15,HIS,2
SL007373_ENSG00000171497.5,HIS,3
SL011405_ENSG00000138735.16,HIS,2
SL008703_ENSG00000109472.14,HIS,0
SL011588_ENSG00000145425.10,HIS,0
SL000084_ENSG00000138798.13,HIS,4
SL000011_ENSG00000081051.8,HIS,0
SL014896_ENSG00000145362.19,HIS,5
SL005266_ENSG00000145335.15,HIS,0
SL003672_ENSG00000109610.6,HIS,1
SL003188_ENSG00000138755.6,HIS,0
SL007108_ENSG00000125347.14,HIS,0
SL005184_ENSG00000113302.4,HIS,0
SL001716_ENSG00000113302.4,HIS,0
SL000481_ENSG00000113525.10,HIS,0
SL008522_ENSG00000112902.12,HIS,0
SL003322_ENSG00000037280.16,HIS,4
SL004333_ENSG00000070193.4,HIS,0
SL004144_ENSG00000146013.11,HIS,0
SL004141_ENSG00000184349.13,HIS,0
SL003872_ENSG00000134352.20,HIS,2
SL004153_ENSG00000182578.13,HIS,2
SL004336_ENSG00000156427.8,HIS,0
SL006914_ENSG00000113580.15,HIS,1
SL000323_ENSG00000112936.19,HIS,3
SL003303_ENSG00000151882.11,HIS,0
SL000480_ENSG00000113520.11,HIS,0
SL005168_ENSG00000112964.14,HIS,3
SL004687_ENSG00000145777.15,HIS,0
SL000338_ENSG00000153113.23,HIS,1
SL000532_ENSG00000113140.11,HIS,0
SL000325_ENSG00000113600.11,HIS,2
SL005234_ENSG00000164404.8,HIS,0
SL001718_ENSG00000169194.9,HIS,1
SL008956_ENSG00000113273.17,HIS,3
SL008023_ENSG00000145681.11,HIS,1
SL006544_ENSG00000120708.17,HIS,0
SL010468_ENSG00000174136.13,HIS,0
SL007207_ENSG00000113296.14,HIS,3
SL010491_ENSG00000070808.16,HIS,0
SL010512_ENSG00000145675.15,HIS,0
SL010494_ENSG00000134057.15,HIS,0
SL004298_ENSG00000145649.8,HIS,2
SL004155_ENSG00000113721.14,HIS,2
SL000299_ENSG00000113578.18,HIS,0
SL004350_ENSG00000127743.6,HIS,0
SL003179_ENSG00000213949.10,HIS,0
SL004865_ENSG00000113361.13,HIS,0
SL004864_ENSG00000154162.15,HIS,2
SL010458_ENSG00000164283.13,HIS,0
SL006132_ENSG00000113368.12,HIS,1
SL008808_ENSG00000113558.18,HIS,1
SL000322_ENSG00000039537.13,HIS,1
SL000674_ENSG00000134363.12,HIS,0
SL000138_ENSG00000113070.8,HIS,0
SL005588_ENSG00000151422.13,HIS,0
